                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.1556,                 1.5948,                 1.4816,                 0.7181,                 0.6023,                0.68414,                0.47069,                 1.1096,                 1.1969,                 1.4125,              0.0093466,              0.0093466,              0.0093466
                     35,                 1.1546,                 1.5962,                 1.4817,                0.71748,                0.60486,                0.68482,                0.47279,                 1.1073,                 1.1886,                 1.4093,              0.0093268,              0.0093268,              0.0093268
                     36,                 1.1516,                 1.5871,                  1.478,                0.71789,                0.61439,                0.69223,                0.48024,                 1.1067,                 1.1751,                  1.407,               0.009307,               0.009307,               0.009307
                     37,                 1.1473,                 1.5772,                 1.4755,                0.71744,                0.61782,                0.69505,                0.48065,                 1.0999,                 1.1654,                 1.4009,              0.0092872,              0.0092872,              0.0092872
                     38,                 1.1396,                 1.5661,                 1.4695,                0.72697,                0.62392,                0.69979,                0.48505,                 1.0947,                 1.1533,                 1.3966,              0.0092674,              0.0092674,              0.0092674
                     39,                  1.135,                 1.5499,                 1.4626,                0.73154,                0.61868,                0.70121,                0.48692,                 1.0931,                 1.1496,                  1.393,              0.0092476,              0.0092476,              0.0092476
                     40,                 1.1303,                 1.5391,                 1.4586,                0.74418,                0.61388,                 0.7062,                0.48901,                 1.0886,                 1.1394,                 1.3866,              0.0092278,              0.0092278,              0.0092278
                     41,                 1.1345,                 1.5405,                 1.4629,                0.73294,                0.62148,                 0.7081,                0.49109,                 1.0839,                 1.1338,                 1.3834,               0.009208,               0.009208,               0.009208
                     42,                 1.1295,                 1.5253,                 1.4562,                0.73132,                0.62291,                0.71095,                0.49496,                 1.0801,                 1.1246,                 1.3795,              0.0091882,              0.0091882,              0.0091882
                     43,                 1.1174,                 1.5174,                 1.4492,                 0.7415,                0.62486,                0.71626,                0.49812,                 1.0768,                 1.1135,                 1.3762,              0.0091684,              0.0091684,              0.0091684
                     44,                 1.1209,                 1.5002,                 1.4416,                 0.7215,                0.63671,                0.71609,                 0.4999,                 1.0743,                 1.1088,                 1.3728,              0.0091486,              0.0091486,              0.0091486
                     45,                 1.1164,                 1.5027,                 1.4426,                 0.7385,                0.63372,                0.71975,                0.50295,                 1.0693,                  1.101,                 1.3673,              0.0091288,              0.0091288,              0.0091288
                     46,                 1.1182,                 1.4976,                 1.4428,                0.75759,                0.62582,                0.72179,                0.50606,                  1.067,                 1.0959,                 1.3643,               0.009109,               0.009109,               0.009109
                     47,                 1.1101,                 1.4801,                  1.432,                0.74877,                0.63362,                0.72391,                0.50799,                  1.064,                 1.0915,                 1.3614,              0.0090892,              0.0090892,              0.0090892
                     48,                 1.1066,                  1.483,                 1.4313,                0.75689,                0.62817,                0.72503,                0.51009,                 1.0604,                 1.0867,                 1.3582,              0.0090694,              0.0090694,              0.0090694
                     49,                 1.1038,                 1.4751,                 1.4289,                0.75623,                0.62987,                0.72695,                0.51263,                 1.0582,                 1.0814,                 1.3559,              0.0090496,              0.0090496,              0.0090496
                     50,                 1.1002,                 1.4682,                  1.429,                0.73781,                0.64541,                0.72843,                0.51425,                  1.056,                 1.0774,                 1.3539,              0.0090298,              0.0090298,              0.0090298
                     51,                 1.0954,                 1.4609,                 1.4244,                0.74986,                0.63913,                0.72984,                0.51522,                 1.0543,                 1.0755,                 1.3517,                0.00901,                0.00901,                0.00901
                     52,                  1.092,                 1.4493,                 1.4162,                0.74633,                0.64211,                 0.7311,                0.51767,                 1.0523,                 1.0717,                 1.3496,              0.0089902,              0.0089902,              0.0089902
                     53,                 1.0955,                 1.4479,                 1.4232,                0.74381,                0.64635,                0.73296,                0.51934,                 1.0502,                 1.0685,                 1.3475,              0.0089704,              0.0089704,              0.0089704
                     54,                 1.0945,                 1.4432,                 1.4193,                0.74725,                0.64649,                0.73489,                0.52131,                 1.0487,                 1.0642,                 1.3457,              0.0089506,              0.0089506,              0.0089506
                     55,                 1.0881,                 1.4408,                 1.4174,                0.73001,                0.66159,                0.73625,                0.52253,                 1.0469,                 1.0613,                 1.3437,              0.0089308,              0.0089308,              0.0089308
                     56,                 1.0897,                 1.4286,                 1.4122,                0.75533,                0.64379,                0.73739,                0.52382,                 1.0452,                 1.0582,                 1.3419,               0.008911,               0.008911,               0.008911
                     57,                 1.0793,                 1.4166,                 1.4076,                0.74161,                0.65379,                0.73872,                0.52574,                 1.0428,                 1.0547,                 1.3396,              0.0088912,              0.0088912,              0.0088912
                     58,                  1.079,                 1.4242,                 1.4078,                0.74773,                0.65161,                0.74012,                0.52691,                 1.0414,                 1.0511,                 1.3379,              0.0088714,              0.0088714,              0.0088714
                     59,                 1.0759,                 1.4051,                 1.4021,                 0.7551,                0.65069,                0.74099,                0.52833,                 1.0399,                 1.0488,                 1.3361,              0.0088516,              0.0088516,              0.0088516
                     60,                 1.0751,                 1.4087,                 1.4024,                0.75368,                0.65217,                0.74218,                0.52888,                 1.0392,                 1.0458,                 1.3348,              0.0088318,              0.0088318,              0.0088318
                     61,                 1.0717,                 1.4002,                 1.4012,                0.75394,                0.65325,                0.74341,                0.52991,                 1.0383,                 1.0431,                 1.3336,               0.008812,               0.008812,               0.008812
                     62,                 1.0712,                 1.3886,                  1.398,                0.75323,                0.65798,                0.74426,                0.53084,                 1.0375,                 1.0399,                 1.3328,              0.0087922,              0.0087922,              0.0087922
                     63,                 1.0694,                 1.3904,                  1.393,                0.74887,                0.66121,                0.74487,                0.53163,                 1.0362,                  1.037,                 1.3315,              0.0087724,              0.0087724,              0.0087724
                     64,                 1.0709,                 1.3741,                 1.3959,                0.75438,                0.65887,                0.74557,                0.53145,                  1.035,                 1.0343,                 1.3305,              0.0087526,              0.0087526,              0.0087526
                     65,                 1.0687,                 1.3805,                 1.3927,                0.75559,                  0.659,                0.74616,                0.53296,                 1.0341,                 1.0321,                 1.3293,              0.0087328,              0.0087328,              0.0087328
                     66,                 1.0627,                 1.3725,                  1.389,                0.75895,                0.65614,                0.74693,                0.53355,                 1.0328,                 1.0295,                 1.3277,               0.008713,               0.008713,               0.008713
                     67,                 1.0622,                 1.3707,                 1.3891,                0.75857,                0.65656,                0.74753,                0.53408,                 1.0322,                  1.027,                 1.3269,              0.0086932,              0.0086932,              0.0086932
                     68,                 1.0636,                 1.3613,                 1.3872,                0.76014,                0.65714,                0.74799,                0.53504,                 1.0313,                 1.0245,                 1.3258,              0.0086734,              0.0086734,              0.0086734
                     69,                 1.0639,                 1.3664,                 1.3924,                0.75512,                0.66201,                0.74866,                0.53566,                 1.0305,                 1.0219,                 1.3248,              0.0086536,              0.0086536,              0.0086536
                     70,                  1.054,                 1.3589,                 1.3804,                0.75588,                0.66357,                0.74949,                0.53625,                 1.0292,                 1.0198,                 1.3237,              0.0086338,              0.0086338,              0.0086338
                     71,                  1.053,                 1.3515,                 1.3772,                0.75625,                0.66533,                0.75033,                0.53711,                  1.028,                 1.0176,                 1.3224,               0.008614,               0.008614,               0.008614
                     72,                 1.0537,                 1.3489,                 1.3815,                0.75638,                0.66563,                0.75087,                0.53754,                 1.0269,                 1.0158,                 1.3214,              0.0085942,              0.0085942,              0.0085942
                     73,                 1.0496,                 1.3414,                 1.3771,                0.75689,                0.66651,                0.75138,                0.53831,                 1.0258,                 1.0141,                 1.3203,              0.0085744,              0.0085744,              0.0085744
                     74,                 1.0509,                  1.339,                 1.3744,                0.76391,                 0.6626,                0.75223,                0.53909,                 1.0248,                 1.0127,                 1.3192,              0.0085546,              0.0085546,              0.0085546
                     75,                 1.0498,                 1.3315,                 1.3735,                0.75019,                0.67183,                 0.7522,                0.53943,                 1.0239,                  1.011,                 1.3182,              0.0085348,              0.0085348,              0.0085348
                     76,                 1.0477,                  1.326,                 1.3687,                0.76447,                0.66189,                 0.7529,                0.54046,                 1.0229,                 1.0089,                 1.3171,               0.008515,               0.008515,               0.008515
