                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     47,                 1.1157,                 1.4723,                 1.4662,                   0.73,                0.65237,                0.72965,                0.51778,                 1.0646,                 1.0842,                 1.4039,              0.0090892,              0.0090892,              0.0090892
                     48,                 1.1206,                 1.4599,                 1.4692,                 0.7418,                 0.6444,                0.73285,                0.51984,                 1.0637,                 1.0776,                 1.4024,              0.0090694,              0.0090694,              0.0090694
                     49,                 1.0978,                 1.4419,                  1.458,                0.74913,                0.65386,                 0.7366,                0.52267,                 1.0615,                 1.0734,                 1.3994,              0.0090496,              0.0090496,              0.0090496
                     50,                 1.0902,                 1.4297,                 1.4517,                0.74895,                 0.6521,                0.73716,                0.52524,                 1.0575,                 1.0679,                 1.3941,              0.0090298,              0.0090298,              0.0090298
                     51,                 1.0914,                 1.4549,                 1.4539,                0.74817,                0.65467,                0.73881,                0.52686,                 1.0553,                 1.0631,                  1.392,                0.00901,                0.00901,                0.00901
                     52,                 1.0937,                 1.4156,                 1.4528,                0.74484,                0.66202,                0.73998,                0.52846,                 1.0529,                 1.0615,                 1.3894,              0.0089902,              0.0089902,              0.0089902
                     53,                 1.0856,                 1.4309,                 1.4437,                0.75548,                0.65976,                0.74208,                0.53057,                 1.0507,                 1.0569,                 1.3864,              0.0089704,              0.0089704,              0.0089704
                     54,                  1.089,                 1.4267,                 1.4364,                0.75004,                0.66039,                0.74287,                 0.5313,                 1.0499,                 1.0538,                 1.3849,              0.0089506,              0.0089506,              0.0089506
                     55,                 1.0896,                 1.4023,                 1.4401,                0.74964,                0.66412,                0.74344,                0.53231,                 1.0482,                 1.0494,                 1.3826,              0.0089308,              0.0089308,              0.0089308
                     56,                 1.0734,                 1.4076,                 1.4305,                0.73907,                0.67287,                0.74494,                 0.5338,                 1.0464,                 1.0445,                 1.3801,               0.008911,               0.008911,               0.008911
                     57,                 1.0824,                 1.4104,                 1.4399,                0.74583,                0.66678,                0.74741,                0.53516,                 1.0452,                 1.0408,                 1.3786,              0.0088912,              0.0088912,              0.0088912
                     58,                 1.0636,                 1.3777,                 1.4229,                 0.7347,                0.67411,                0.74741,                0.53631,                 1.0436,                 1.0372,                 1.3764,              0.0088714,              0.0088714,              0.0088714
                     59,                 1.0676,                 1.3802,                 1.4249,                 0.7573,                0.66062,                0.74841,                0.53706,                 1.0414,                 1.0335,                 1.3736,              0.0088516,              0.0088516,              0.0088516
                     60,                  1.076,                 1.3923,                 1.4247,                0.75626,                0.66531,                0.74928,                0.53836,                   1.04,                 1.0306,                 1.3715,              0.0088318,              0.0088318,              0.0088318
                     61,                 1.0872,                 1.3841,                 1.4307,                0.75617,                0.66682,                0.74997,                0.53929,                 1.0383,                 1.0273,                   1.37,               0.008812,               0.008812,               0.008812
                     62,                 1.0697,                 1.3814,                 1.4212,                0.75587,                0.66863,                0.75111,                0.53983,                 1.0368,                 1.0246,                 1.3686,              0.0087922,              0.0087922,              0.0087922
                     63,                 1.0535,                 1.3507,                 1.4115,                0.75133,                0.67289,                0.75252,                0.54116,                 1.0351,                 1.0223,                 1.3666,              0.0087724,              0.0087724,              0.0087724
                     64,                 1.0449,                 1.3553,                 1.4062,                0.75174,                0.67258,                0.75378,                0.54193,                 1.0342,                 1.0194,                 1.3655,              0.0087526,              0.0087526,              0.0087526
                     65,                  1.062,                 1.3658,                 1.4119,                0.75536,                0.67151,                 0.7548,                0.54354,                 1.0329,                 1.0161,                 1.3639,              0.0087328,              0.0087328,              0.0087328
                     66,                 1.0581,                 1.3518,                 1.4161,                0.75885,                0.66898,                0.75506,                0.54385,                 1.0313,                 1.0141,                 1.3623,               0.008713,               0.008713,               0.008713
                     67,                 1.0522,                 1.3371,                 1.4124,                0.76447,                0.66792,                0.75585,                0.54564,                 1.0301,                 1.0115,                 1.3609,              0.0086932,              0.0086932,              0.0086932
                     68,                 1.0553,                 1.3664,                 1.4056,                0.76537,                0.66814,                 0.7565,                0.54649,                 1.0294,                 1.0091,                   1.36,              0.0086734,              0.0086734,              0.0086734
                     69,                  1.049,                 1.3566,                 1.4125,                0.76798,                0.66659,                0.75675,                0.54733,                 1.0281,                 1.0071,                 1.3585,              0.0086536,              0.0086536,              0.0086536
                     70,                 1.0502,                 1.3252,                 1.4021,                0.76264,                 0.6704,                0.75727,                0.54834,                 1.0273,                 1.0051,                 1.3575,              0.0086338,              0.0086338,              0.0086338
                     71,                 1.0529,                 1.3337,                 1.4041,                0.76177,                0.67154,                0.75816,                0.54859,                 1.0263,                 1.0032,                  1.356,               0.008614,               0.008614,               0.008614
                     72,                 1.0432,                 1.3125,                 1.3996,                0.76021,                0.67367,                 0.7586,                0.54957,                 1.0254,                 1.0015,                 1.3548,              0.0085942,              0.0085942,              0.0085942
                     73,                 1.0412,                 1.2967,                 1.3943,                0.75993,                0.67384,                0.75898,                0.55031,                 1.0245,                0.99983,                 1.3536,              0.0085744,              0.0085744,              0.0085744
                     74,                  1.048,                 1.3138,                 1.3932,                0.76148,                0.67314,                0.75971,                0.55135,                 1.0234,                0.99792,                 1.3523,              0.0085546,              0.0085546,              0.0085546
                     75,                 1.0356,                 1.3065,                 1.4011,                0.76858,                0.67079,                0.76096,                 0.5524,                 1.0227,                0.99562,                 1.3515,              0.0085348,              0.0085348,              0.0085348
                     76,                 1.0311,                 1.2846,                 1.3854,                0.76388,                0.67425,                0.76144,                 0.5528,                 1.0221,                0.99354,                 1.3507,               0.008515,               0.008515,               0.008515
                     77,                   1.04,                 1.2937,                 1.3878,                0.77045,                0.67104,                0.76165,                0.55339,                 1.0212,                 0.9914,                 1.3497,              0.0084952,              0.0084952,              0.0084952
                     78,                 1.0395,                 1.2697,                 1.3836,                 0.7741,                0.67058,                0.76279,                0.55402,                 1.0209,                0.98985,                  1.349,              0.0084754,              0.0084754,              0.0084754
                     79,                 1.0478,                 1.3159,                  1.398,                0.77261,                0.67199,                0.76335,                0.55492,                 1.0205,                0.98811,                 1.3482,              0.0084556,              0.0084556,              0.0084556
