                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 1.1277,                 1.5761,                  1.493,                0.73617,                0.60329,                0.69423,                 0.4917,                 1.0632,                 1.1649,                 1.4179,              0.0093466,              0.0093466,              0.0093466
                     35,                 1.1301,                 1.5719,                 1.4934,                0.70681,                0.62628,                0.69883,                0.49314,                 1.0593,                 1.1578,                 1.4143,              0.0093268,              0.0093268,              0.0093268
                     36,                 1.1239,                 1.5658,                 1.4879,                0.71591,                0.63356,                 0.7039,                0.49834,                 1.0539,                 1.1445,                 1.4079,               0.009307,               0.009307,               0.009307
                     37,                 1.1186,                 1.5532,                 1.4849,                0.72705,                0.62029,                0.70253,                0.49952,                 1.0506,                 1.1347,                 1.4028,              0.0092872,              0.0092872,              0.0092872
                     38,                 1.1112,                 1.5409,                   1.48,                0.73146,                0.62493,                0.70855,                 0.5059,                 1.0418,                 1.1267,                 1.3954,              0.0092674,              0.0092674,              0.0092674
                     39,                 1.1039,                 1.5274,                 1.4714,                0.73459,                0.62938,                0.71137,                0.50692,                 1.0373,                 1.1193,                 1.3891,              0.0092476,              0.0092476,              0.0092476
                     40,                 1.1019,                 1.5168,                  1.469,                0.73676,                0.62975,                0.71422,                0.50933,                 1.0366,                 1.1141,                  1.387,              0.0092278,              0.0092278,              0.0092278
                     41,                 1.1084,                 1.5187,                 1.4709,                0.73625,                0.63718,                0.71763,                0.51307,                 1.0332,                 1.1072,                 1.3827,               0.009208,               0.009208,               0.009208
                     42,                 1.1021,                 1.5034,                 1.4619,                0.72712,                0.64363,                0.72012,                0.51496,                 1.0293,                 1.0989,                  1.379,              0.0091882,              0.0091882,              0.0091882
                     43,                 1.0915,                 1.4995,                 1.4596,                0.74573,                 0.6372,                0.72428,                0.51719,                 1.0268,                 1.0882,                 1.3776,              0.0091684,              0.0091684,              0.0091684
                     44,                 1.0926,                 1.4798,                 1.4514,                0.74151,                0.64087,                0.72579,                0.51936,                 1.0233,                 1.0805,                 1.3724,              0.0091486,              0.0091486,              0.0091486
                     45,                 1.0885,                 1.4838,                 1.4536,                0.74501,                 0.6476,                0.72926,                0.52321,                 1.0189,                 1.0757,                 1.3686,              0.0091288,              0.0091288,              0.0091288
                     46,                 1.0852,                 1.4762,                 1.4513,                0.74866,                0.64938,                0.73239,                0.52516,                 1.0165,                 1.0715,                 1.3658,               0.009109,               0.009109,               0.009109
                     47,                   1.08,                 1.4605,                 1.4419,                0.74606,                0.65726,                0.73481,                0.52825,                 1.0121,                 1.0659,                 1.3619,              0.0090892,              0.0090892,              0.0090892
                     48,                  1.075,                 1.4533,                 1.4407,                0.75156,                0.65103,                0.73698,                0.52938,                 1.0112,                  1.061,                 1.3613,              0.0090694,              0.0090694,              0.0090694
                     49,                 1.0769,                 1.4471,                 1.4388,                0.75069,                0.65559,                0.73923,                0.53146,                 1.0091,                 1.0532,                 1.3586,              0.0090496,              0.0090496,              0.0090496
                     50,                 1.0708,                 1.4455,                 1.4341,                0.75459,                0.65331,                0.74085,                0.53263,                 1.0073,                 1.0492,                 1.3561,              0.0090298,              0.0090298,              0.0090298
                     51,                 1.0693,                 1.4361,                 1.4324,                0.76877,                0.64651,                0.74192,                0.53481,                 1.0051,                 1.0453,                 1.3528,                0.00901,                0.00901,                0.00901
                     52,                 1.0669,                 1.4267,                 1.4247,                0.75332,                0.65962,                0.74234,                0.53532,                 1.0029,                 1.0417,                 1.3498,              0.0089902,              0.0089902,              0.0089902
                     53,                  1.068,                 1.4241,                 1.4301,                0.74882,                0.66438,                0.74321,                0.53677,                 1.0005,                 1.0379,                 1.3471,              0.0089704,              0.0089704,              0.0089704
                     54,                 1.0646,                 1.4136,                 1.4274,                0.75582,                 0.6616,                0.74457,                0.53861,                0.99887,                 1.0336,                 1.3455,              0.0089506,              0.0089506,              0.0089506
                     55,                 1.0629,                 1.4118,                 1.4256,                0.75963,                0.66102,                0.74594,                 0.5406,                0.99663,                 1.0307,                  1.343,              0.0089308,              0.0089308,              0.0089308
                     56,                 1.0636,                 1.4055,                 1.4239,                  0.748,                0.66966,                0.74606,                0.54139,                0.99492,                 1.0282,                 1.3414,               0.008911,               0.008911,               0.008911
                     57,                 1.0491,                 1.3929,                 1.4154,                 0.7452,                0.67459,                0.74776,                0.54264,                0.99301,                 1.0244,                 1.3394,              0.0088912,              0.0088912,              0.0088912
                     58,                 1.0509,                 1.3943,                 1.4186,                0.74725,                0.67319,                0.74936,                0.54387,                0.99158,                 1.0209,                  1.338,              0.0088714,              0.0088714,              0.0088714
                     59,                 1.0497,                 1.3798,                 1.4148,                0.75172,                0.67335,                0.75031,                0.54539,                0.99019,                 1.0183,                 1.3361,              0.0088516,              0.0088516,              0.0088516
